qualification_id,call_id,lead_id,interest_type,target_state,target_city,budget_min,budget_max,timeline_months,pre_approval_status,desired_property_type,move_in_timeline,property_address,estimated_value,reason_for_selling,listing_timeline,agent_matched,created_at
d1bc4d46-58bd-4960-90cc-3174fc80535d,06503475-250d-4730-a490-6a15f43d1226,e7bc2fc4-060c-46bb-a766-347c8a74b795,buyer,GA,Port Karenville,1500000,5000000,6,In Progress,Multi-Family,6-12 months,,,,,False,2026-02-27T11:51:38.520325
16346cb4-1a6c-434e-b803-7b70aa14215d,8a201d80-1699-4b83-aa7d-3b93c67dac3a,ef1dcd7a-f018-4bd1-a4e8-64669dc32abc,seller,CT,South Donald,400000,600000,1,,,,"690 Haynes Roads Suite 026, Cookville, HI 47425",442052.0,Investment,Not sure,False,2026-02-01T03:12:59.520325
f0063303-20f4-413f-9326-2cb137a52997,bf758b9b-d24d-44a1-bb21-b5b1f04b4f3a,afdb2478-2081-4359-812d-85641f9fdbc7,seller,ME,North Robert,900000,1500000,6,,,,"0518 Lucero Fields, West Marymouth, MH 93471",1458041.0,Divorce,3-6 months,False,2026-05-10T07:59:09.520325
9531c581-5ea0-4bf7-935e-bbda37337de6,2f552384-0d2a-4a0e-a652-e99e1f2ffa7e,9118917a-f5d4-45dc-8483-44e83ff0999a,buyer,NE,Gonzalezfort,900000,1500000,1,Approved,Condo,1-3 months,,,,,True,2026-07-06T22:59:44.520325
f5e00042-663d-4542-a376-e0f4a5d26e05,d92e1c1e-622c-46f5-8340-59c82ba98b5f,05fdda97-91ea-4fd1-8c7c-b17549733404,buyer,NY,Lake Amyburgh,600000,900000,1,In Progress,Single Family,ASAP,,,,,True,2026-06-05T03:13:08.520325
34742762-f591-40e2-a508-e91b1434608b,18238c96-edf1-4cb3-8506-0390e8bf5bde,8eb99ca8-69b0-404e-a96f-b45f1a834379,seller,OK,Port Brooke,900000,1500000,24,,,,"7242 Marsh Flat Apt. 652, Waltershire, IN 03218",1176502.0,Financial Hardship,Not sure,True,2026-01-25T05:53:31.520325
a5eabd39-6665-4a97-9a5b-d6ebfcacafef,b2b78b31-f95a-4253-af68-862fe9272536,f48db865-1e1c-4740-99d0-fc211405feb2,buyer,MS,Clarkville,250000,400000,24,In Progress,Commercial,ASAP,,,,,True,2026-07-11T07:10:48.520325
feaf4689-214b-44f1-8262-3c3d3d2a8692,00ebac75-2f6b-4983-b1e5-1811ad6e4e3f,e96853b4-904b-4540-b309-029f4ca4a335,buyer,AR,South Stevenberg,900000,1500000,12,In Progress,Land,6-12 months,,,,,True,2026-07-14T22:01:55.520325
49081aa3-0274-4ff1-b9bb-368da991349f,2ad15063-9efa-4130-8fb3-4b0f871f9bfa,bb5471a8-6990-415c-9c9a-9f41d72bd994,buyer,SD,Victormouth,100000,250000,24,Approved,Townhouse,1-3 months,,,,,True,2026-02-16T08:33:36.520325
664e58d6-2d2e-4e63-bdef-2cf8c395692c,c6912672-d3b5-4a3a-b2c7-e47228c78736,38ac1a65-5d14-41f0-bcdc-2e1f8e2d7116,seller,WI,Port Royberg,900000,1500000,6,,,,"41436 Thomas Tunnel, Lake Jessicaburgh, ID 77990",1084354.0,Financial Hardship,Not sure,True,2026-02-28T05:00:23.520325
f70f025d-27bb-4cb7-927e-89a4ea6848a7,6b913835-7bc8-4ad6-8b79-5101d7d8604c,67c677ab-f703-49e4-96c0-5529ef8bfb84,seller,HI,North Ericport,400000,600000,6,,,,"52135 Palmer Springs, Jorgeburgh, AK 53505",474729.0,Upsizing,Not sure,True,2026-02-28T10:58:20.520325
6f91ce28-487d-4980-9555-7589930d5cb6,0e2addfd-2afb-410a-a0f4-171ff16b935b,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-06-15T11:22:45.520325
e1eb8cc1-a958-431f-b567-5a727f68aa1d,80412b20-2db1-4577-9d53-0e4cb8bc189e,5cb19682-7d3d-4728-b682-d65ed7a37c29,seller,CT,Yushire,1500000,5000000,6,,,,"0695 James Overpass, Ramseychester, CO 57826",4630640.0,Job Change,Within 30 days,True,2026-02-05T19:00:13.520325
b6d9d3e1-41b5-4a16-958d-775340b4a539,a32d9045-be3e-4b78-9eb8-69002f3d967f,a9d114d4-6683-4f02-ba48-3caf25af879f,seller,FL,Samuelborough,600000,900000,24,,,,"919 Roman Cliff Suite 262, East Tannerhaven, NH 71352",773459.0,Investment,Within 30 days,True,2026-03-26T23:35:55.520325
f121fded-25e7-436a-8c9e-d83840de78c5,2ff1eb75-7790-4e15-8132-eccfd911b2db,e6dfa90b-45ac-40eb-bd60-a7428a2324ba,buyer,SD,East Gregoryport,400000,600000,24,Not Started,Land,ASAP,,,,,True,2026-05-29T23:23:18.520325
2dc145f1-a7c9-4496-b369-94f8a33ae4e4,f4c41cf4-66df-40b5-9eff-f0a3685512fc,79767b9d-c0fa-4f25-acbf-fa2c72214805,seller,NV,Campbellport,1500000,5000000,1,,,,"86463 Patricia Unions Suite 520, Powersfurt, NV 69007",3653110.0,Investment,Not sure,True,2026-01-26T22:26:19.520325
bf193a26-7f33-4d53-baa4-11a64742ed43,a8ba6f09-1aa9-4a0d-81d9-bddec10d8a8b,04a2ce76-459a-4b36-99f8-203b55e06f21,buyer,MN,East Dawnchester,400000,600000,6,In Progress,Single Family,ASAP,,,,,True,2026-03-15T19:12:09.520325
1e910708-4191-4515-9ca7-72a9bdc80fea,70756dec-bb98-4478-9da9-33460970ffee,db9ae42d-5890-49d8-a284-3194a33769f4,seller,DE,New Amyhaven,400000,600000,6,,,,"8235 Wilson Street, Amyfurt, NC 86601",527538.0,Financial Hardship,Not sure,False,2026-02-21T09:02:47.520325
afd7b8ca-7248-465b-9183-d2a23f05a33d,1baac04c-35b5-495d-aaf2-782bbeb45f40,7f5f3d0a-7200-418a-8198-7dd7adebaba6,buyer,NV,East Elizabethhaven,1500000,5000000,1,Not Started,Condo,6-12 months,,,,,False,2026-01-19T23:36:43.520325
7b031f07-7423-44d5-9516-6bab75689f32,37bd1593-5c10-44a6-b27f-086eca5d7b28,a29259f3-3433-4856-b351-07a6f4c8a403,seller,NH,South Christianchester,1500000,5000000,1,,,,"451 Paul Locks, Melissahaven, NH 02121",4684818.0,Divorce,Within 30 days,True,2026-02-17T04:07:53.520325
c494eaa3-86d5-4073-8421-4f70dd4c6433,cda34aa3-266d-4725-b9c1-623aaf2a1e3c,9391fd8e-b6c3-4276-945e-08847b858517,seller,AL,Wagnerberg,600000,900000,24,,,,"8937 Krystal Place, Erintown, MO 84852",632356.0,Upsizing,3-6 months,True,2026-06-30T12:42:17.520325
94e9f1ce-4313-41c9-b6dd-7d9b1cd716dc,048ac71c-985e-4717-a0eb-0fc8be3ed9db,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,buyer,NV,New Tracystad,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-04-30T06:10:20.520325
59a75a4d-218f-43a0-9a59-36959cbef99c,3401d5ce-cb7e-4acd-9748-95c30dc83de3,af26996d-7169-4fb8-bcca-7a8fdf200cd3,buyer,NJ,Wilsonton,400000,600000,12,Approved,Townhouse,3-6 months,,,,,True,2026-04-06T01:30:44.520325
34536c1f-42b6-4cab-9e4b-85b66e912204,19913f95-a8cd-4af1-a0ab-0fcdc045ce34,2cf34ce4-a5d7-4526-8ce4-527eda45d0b4,buyer,MT,Nicholasborough,900000,1500000,3,In Progress,Multi-Family,6-12 months,,,,,True,2026-02-12T16:25:44.520325
8bcf511f-0801-4738-9856-8233eb1025d7,8f91b554-52b7-4068-bf52-e246e1604654,02e46f74-a47a-47b9-b5d2-cef44d800f66,seller,UT,Courtneyville,1500000,5000000,12,,,,"USNV Gilmore, FPO AP 23341",3829420.0,Job Change,Within 30 days,True,2026-04-20T17:17:17.520325
06085053-b861-43c3-9b68-7ccc0e4973fd,a539d3eb-bde4-4f36-bf19-51e09164e951,3e7bf25e-4450-4945-8a1b-f2d9c2aa79ee,seller,TN,Terryside,600000,900000,3,,,,"3106 Hernandez Lake Apt. 614, Gonzaleztown, IL 22892",669474.0,Upsizing,1-3 months,False,2026-02-12T14:28:17.520325
0c57fc14-cf81-4f4c-9e8e-782b20584779,3ce03ab0-5e17-4f12-8020-3a56d9f097eb,05fdda97-91ea-4fd1-8c7c-b17549733404,buyer,NY,Lake Amyburgh,600000,900000,1,In Progress,Single Family,ASAP,,,,,True,2026-07-11T02:17:34.520325
94494819-3c72-4d1d-b579-cb94ce11e213,ae219ec5-878b-45b2-b789-5853205e8f1f,6e1e39e0-f751-4a58-961a-16c48337121e,buyer,ND,Thomasville,900000,1500000,3,Not Started,Single Family,ASAP,,,,,False,2026-04-30T17:22:47.520325
b36ff8c6-36f7-4be2-bf8a-8d9dbed6b264,dd3109f6-5981-437c-b6bc-015c048a5b2e,08b6e978-35a5-4dad-9fc5-d4a41d707368,seller,VA,Hardingberg,600000,900000,3,,,,"33682 Robinson Fords, Lake Barbara, AL 49031",758822.0,Job Change,Within 30 days,True,2026-06-20T18:47:05.520325
dac1e0c6-4881-4c70-bb63-fafa6328abb4,91106eb7-1306-4ac5-b2c5-705118b6a422,2cebeb62-f337-48d8-84b7-6f1153c73a4f,buyer,AL,Lake Haleyton,1500000,5000000,3,Not Started,Commercial,1-3 months,,,,,True,2026-04-10T16:05:48.520325
aba2f3d6-a8c2-44d6-b04f-16fc3beb38a4,4a0190c2-2f2e-4eda-96b9-49df34ed962a,e6dfa90b-45ac-40eb-bd60-a7428a2324ba,buyer,SD,East Gregoryport,400000,600000,24,Not Started,Land,ASAP,,,,,True,2026-06-30T10:18:34.520325
f4473d9b-0646-466e-a46d-cac54d6aef30,f374c11a-4c27-484c-beb2-92a94872ef9a,f48db865-1e1c-4740-99d0-fc211405feb2,buyer,MS,Clarkville,250000,400000,24,In Progress,Commercial,ASAP,,,,,True,2026-02-14T17:00:43.520325
3c53c212-7826-44b4-bc12-dd4bd43e5cb0,2e67593e-db6d-4c07-877f-379a9cc3b5ed,e792e61b-0a00-42f2-9427-eaf32253c768,buyer,VA,Catherinehaven,1500000,5000000,3,Not Started,Single Family,6-12 months,,,,,True,2026-05-21T04:56:49.520325
f5b22b7d-d6e7-4d55-8ccd-09fa922a7748,c3904efb-8422-4a64-8518-153cc0564600,d9fb4c10-17ce-491f-9d07-1d37aefbc4fd,seller,OR,Coryside,100000,250000,12,,,,"6731 Anderson Track, South Kerri, MH 37619",232176.0,Investment,Not sure,True,2026-03-22T09:55:55.520325
3750d14f-1b2a-490f-b5d8-e5ac779e1d97,6ab59675-5546-4313-92ef-c071d2d3f4ee,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-04-15T07:27:12.520325
1b43ba6f-bd3e-4183-a71b-2678bc35fe9e,cff9e757-b2c7-4a64-a097-7378ed4a9a94,6e1e39e0-f751-4a58-961a-16c48337121e,buyer,ND,Thomasville,900000,1500000,3,Not Started,Single Family,ASAP,,,,,False,2026-01-21T04:43:53.520325
b1c553ad-8cf5-44da-ad42-35a9205476fe,d40402de-2e23-4183-8b08-eca12575c82c,b1cc07e3-dd1e-438c-8e4d-5935f2cbf328,buyer,VA,Raymondville,600000,900000,6,Not Started,Townhouse,1-3 months,,,,,True,2026-03-20T19:16:51.520325
51234bd7-cc8d-499c-b402-f6b7b4d84687,fee8915a-fd93-406e-8243-068f4d61373a,c106564a-9315-4d06-91e7-0871ea30f8f3,seller,UT,Lake Robertfort,900000,1500000,3,,,,"9342 Lisa Prairie, Lake Johnton, IN 33268",1178961.0,Downsizing,Not sure,True,2026-06-21T02:41:46.520325
327c427c-bae1-4225-a9c0-27a5c2d16b00,6bbb531c-51eb-43fe-8e4b-50205ca88730,349dd27a-240e-4ed1-942e-8fe525197cf0,seller,IN,West Stevenland,900000,1500000,24,,,,"11212 Garza Brooks Apt. 035, Millerbury, ME 89746",1239492.0,Relocation,1-3 months,True,2026-04-03T16:56:33.520325
89456397-8064-44dc-b238-0192ec8ae089,1773c76a-7446-45d3-a708-75b25ec2fa90,cd422b32-9a29-494f-929a-45c0cc8a2a83,buyer,ID,West Gabriellestad,600000,900000,6,Approved,Land,ASAP,,,,,True,2026-07-16T17:10:21.520325
8df647f3-6cbb-4f04-8808-fe5344138b7f,091334e8-4e3e-44d9-92b3-9fd2877c5ecd,64cdeab7-5125-468a-8fc9-4cad86a7b97f,seller,MI,East Timothy,100000,250000,3,,,,"636 Margaret Avenue Suite 015, New Dariusport, NV 25981",151305.0,Relocation,1-3 months,True,2026-02-28T20:19:07.520325
a01e3641-a08c-4a63-8385-0a39017b298e,a24071c6-4620-4eeb-a47c-034169026fa2,9265687d-b0ae-46e9-93fd-4077c03e5518,buyer,WI,West Donberg,250000,400000,1,In Progress,Commercial,ASAP,,,,,True,2026-02-18T23:23:00.520325
cc6ae417-a155-4718-b752-88517aabd673,d6bbb970-e48a-4b26-b088-a9a0655cd157,bb5471a8-6990-415c-9c9a-9f41d72bd994,buyer,SD,Victormouth,100000,250000,24,Approved,Townhouse,1-3 months,,,,,False,2026-04-04T00:50:40.520325
4838237b-497a-477c-956e-2c13e7337a98,2b436119-023a-412c-9fba-bf6e96c6e9d1,665120f4-a4f2-498b-aa7c-8aab102b0f27,buyer,WI,Port Daniel,400000,600000,24,Approved,Commercial,ASAP,,,,,True,2026-06-13T09:54:35.520325
4343f148-1659-4df6-9579-60216c4f37a1,838f9fda-b719-41e7-bfd0-28a1eab111c5,9118917a-f5d4-45dc-8483-44e83ff0999a,buyer,NE,Gonzalezfort,900000,1500000,1,Approved,Condo,1-3 months,,,,,True,2026-03-30T01:54:59.520325
e72d140d-a4d9-41a7-9aad-0d64d154d711,8bcd80a4-e97b-472a-af50-7325244e157c,a497929b-4d23-4749-83db-d8b0782105a4,buyer,RI,New Mark,1500000,5000000,24,In Progress,Condo,1-3 months,,,,,True,2026-04-09T22:56:16.520325
62409724-c35d-4cab-b494-18cea8fea38c,0b708282-dc45-4aae-827e-b6e831551476,a00b2e06-cbe8-482c-85ca-53690cdd4df9,buyer,AK,Port Carlostown,900000,1500000,1,Approved,Condo,6-12 months,,,,,True,2026-05-09T21:03:18.520325
ee676049-ea1e-47ce-8d81-0ff6da3576f2,4e22c045-9836-4fb4-8350-96d70e8e822e,85070b73-ae26-41e1-b442-76cbb39d1c77,buyer,MD,North Alexandraberg,600000,900000,24,In Progress,Land,1-3 months,,,,,False,2026-06-06T01:15:22.520325
38f8a9a6-e2ad-4c57-a7cf-74749a3f1f7f,ad7d767c-04ad-4299-b10b-a05a9ff17964,f726181a-4fd5-4ce9-ac12-089c1aae9a40,buyer,LA,North Janetborough,400000,600000,12,In Progress,Commercial,3-6 months,,,,,True,2026-06-26T04:27:06.520325
2eb92d03-7235-43dd-829f-d5a13284902b,ca79a7e1-8334-4e3d-bc1b-c0635db22436,cbf35c42-e213-4b07-a825-8c9c1ca44497,seller,AK,West Carolinestad,250000,400000,6,,,,"73158 Wilson Harbors, Port Roy, OH 81991",337894.0,Relocation,1-3 months,True,2026-06-17T09:16:15.520325
66bc5e24-92fa-4a45-b78b-edd2d22a3015,18339929-5000-4485-b807-35bbc854033f,665120f4-a4f2-498b-aa7c-8aab102b0f27,buyer,WI,Port Daniel,400000,600000,24,Approved,Commercial,ASAP,,,,,True,2026-06-26T09:03:16.520325
126b6bf3-1dc0-4883-b6bf-42db7da06229,3810d3d1-bcae-403b-b2d8-c2c81ffd0c55,a754f2b6-fa16-41d9-99d5-f4a75ed56e6e,seller,HI,East Terrance,400000,600000,3,,,,"0892 John Viaduct Apt. 653, Lake Rebekah, WY 09466",511153.0,Relocation,1-3 months,True,2026-06-26T14:12:38.520325
5fe6fe3d-e193-4d20-a75e-2d0333451bae,ebc07108-a91e-4e78-8c90-4d218679e90c,c106564a-9315-4d06-91e7-0871ea30f8f3,seller,UT,Lake Robertfort,900000,1500000,3,,,,"9342 Lisa Prairie, Lake Johnton, IN 33268",1178961.0,Downsizing,Not sure,True,2026-05-14T20:39:23.520325
6b973d1a-102c-4a90-a85f-72655130b7da,ef28a372-c487-465d-a9a3-3eb2d7d44236,1651a1d3-fb97-4db4-bf06-1279c316d7ce,seller,TN,Bethstad,400000,600000,3,,,,"209 Moore Port Apt. 654, West Holly, NY 72801",471881.0,Upsizing,1-3 months,True,2026-04-05T15:53:03.520325
6350c179-d2f1-4381-b83f-8e986f95df02,6cf0d6f8-7e31-4657-b8ef-1083965ccae1,39041032-06ce-4db6-b055-96fd02a985de,seller,AK,Sandrafort,600000,900000,12,,,,"PSC 0272, Box 7857, APO AA 97833",600454.0,Upsizing,Not sure,True,2026-02-26T14:50:38.520325
9392ecd3-2366-4260-864d-b10c3aebdc83,e5433c0b-dc79-492c-b6de-df5c50590237,16c63159-f06e-44b6-ba1b-728ba2fbca47,seller,NV,Amyberg,900000,1500000,24,,,,"8688 Christina Mews, West Randall, FL 99184",977267.0,Job Change,Not sure,True,2026-06-16T15:47:39.520325
776ceae1-40af-4071-8f7c-e8547250cac2,1f179025-73b8-4504-bc26-9c42c519c48c,c01f1b5d-237b-44e4-b792-43678ff32baa,seller,ND,Janetview,100000,250000,1,,,,"610 Nathan Ranch Suite 279, Maxview, WA 90790",199842.0,Relocation,Within 30 days,True,2026-06-16T09:32:27.520325
eb5ffcf1-a6ce-46ab-8be0-4869cc33e181,c0db0759-a4e8-4e09-838f-530f9c6d8834,ebf759f7-d32f-4488-ade3-fe75aeb0e78a,buyer,WA,New Stephaniefurt,250000,400000,24,In Progress,Condo,3-6 months,,,,,True,2026-02-16T16:11:33.520325
6992ca2f-d01a-4559-81bf-b70bb9b8fc30,2432758a-a9b0-4667-80b6-dbffce3abe04,a00b2e06-cbe8-482c-85ca-53690cdd4df9,buyer,AK,Port Carlostown,900000,1500000,1,Approved,Condo,6-12 months,,,,,True,2026-04-26T21:23:57.520325
255832ac-3187-4fb4-ad88-e86b18d0ca3e,7f9f8a19-b512-4cbe-91b9-81ddd5842fcd,38ac1a65-5d14-41f0-bcdc-2e1f8e2d7116,seller,WI,Port Royberg,900000,1500000,6,,,,"41436 Thomas Tunnel, Lake Jessicaburgh, ID 77990",1084354.0,Financial Hardship,Not sure,False,2026-05-22T12:49:07.520325
20b2cc0e-b640-4beb-aba6-468fac20741c,05072c84-ae07-469a-8db0-1b14d51d8e30,3d4a87aa-581c-4a25-b16b-f21510853590,buyer,AK,Davisstad,900000,1500000,12,Not Started,Single Family,3-6 months,,,,,True,2026-03-29T17:47:51.520325
070ff424-538f-4892-8ef1-218a4e606fc5,41482aab-3cfd-4c1e-adde-b835f2b9d2d7,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-04-28T00:38:22.520325
09e5cb3e-a047-49da-84bc-8a1c83474902,35a3b75e-745b-463c-afe7-e0d9dfd21cb7,9265687d-b0ae-46e9-93fd-4077c03e5518,buyer,WI,West Donberg,250000,400000,1,In Progress,Commercial,ASAP,,,,,True,2026-03-31T07:56:14.520325
4475fc12-ed58-4b55-a06d-c0d592dbd390,2a8b9dd7-f5f0-40fd-8795-4597d626ee6f,c24e5a8f-5469-48ed-ba37-7ed31a26ca7f,seller,MN,South Allisonfort,100000,250000,24,,,,"0596 Michael Vista, New Shawnfurt, AK 91361",246348.0,Relocation,Within 30 days,True,2026-02-28T08:58:42.520325
49cc55e3-fd23-446f-bf9c-ee789e9df9a5,087facbd-7fdf-4cf0-8d2b-3c165483d962,9118917a-f5d4-45dc-8483-44e83ff0999a,buyer,NE,Gonzalezfort,900000,1500000,1,Approved,Condo,1-3 months,,,,,True,2026-05-04T15:59:52.520325
e5954ca9-ee0b-4a87-88c8-c2ee99de69ce,735c1318-58f3-40d2-9b6d-4adebb812c46,38ac1a65-5d14-41f0-bcdc-2e1f8e2d7116,seller,WI,Port Royberg,900000,1500000,6,,,,"41436 Thomas Tunnel, Lake Jessicaburgh, ID 77990",1084354.0,Financial Hardship,Not sure,True,2026-07-08T11:36:38.520325
977475df-e576-4d8b-927d-aa6c3597dd5d,c7fdc18a-8a90-4ae8-8642-859594dcb85e,edeb2da1-caa3-416b-8754-eea9cdeb254b,buyer,HI,South Gregory,100000,250000,24,Approved,Commercial,3-6 months,,,,,False,2026-03-08T02:29:19.520325
a86b592e-0527-4ab1-9a00-bfc685781dbb,44969df0-14ed-4f09-a05f-bd3fb77865c9,f360c3ad-7dfa-4d72-9acd-533c25c477fc,buyer,SD,Allisonland,100000,250000,3,In Progress,Single Family,3-6 months,,,,,True,2026-05-24T04:41:35.520325
c33808a7-54f2-4e1d-9504-17a3bffa2453,851079a9-98b5-49dc-9318-c2ca5fb01491,c106564a-9315-4d06-91e7-0871ea30f8f3,seller,UT,Lake Robertfort,900000,1500000,3,,,,"9342 Lisa Prairie, Lake Johnton, IN 33268",1178961.0,Downsizing,Not sure,True,2026-05-09T04:13:21.520325
1ea49fc0-ad29-4ee3-8a6c-4b487b564fa0,bd567719-d1ca-4e0e-b3ba-ff3b1325e0c8,a9d114d4-6683-4f02-ba48-3caf25af879f,seller,FL,Samuelborough,600000,900000,24,,,,"919 Roman Cliff Suite 262, East Tannerhaven, NH 71352",773459.0,Investment,Within 30 days,True,2026-07-13T04:14:49.520325
c47e893f-9d80-42c4-8d6a-1566a5324cc4,354d1a1e-2a12-45ab-913b-cc6678221007,eefaa962-8fd4-4b90-80d3-0daa6deaaf18,buyer,ID,Brandonview,400000,600000,3,In Progress,Townhouse,ASAP,,,,,True,2026-07-06T21:27:27.520325
d4578b6a-d88b-42bb-a415-08dc86a0912b,1be4cd69-964a-4d60-9cf5-a74a4926de02,f2a1ea8c-2e9b-4141-849a-611048a451e7,seller,TN,Angelaport,900000,1500000,3,,,,"55732 Mcdonald Mount, Masonview, KS 79618",1235876.0,Relocation,Not sure,True,2026-05-10T21:19:05.520325
dba22f85-d944-4081-8f0e-5135e573e29e,641581d6-8cf3-4cbb-a7a7-537a3a37505f,888ec84e-da04-4d6f-b766-35af40a6ae72,buyer,TX,Melissashire,900000,1500000,6,Not Started,Land,3-6 months,,,,,True,2026-01-21T18:28:39.520325
cd9e2c0d-079a-4d3f-beac-d036d15d5b5d,b55f3206-41e2-402c-928f-d5f359d2bd04,b3d2be93-e22f-4757-a333-ed89b03cb904,seller,MD,Port Tammy,1500000,5000000,1,,,,"82422 Donovan Fork, Staceyhaven, MH 37731",2567270.0,Upsizing,1-3 months,False,2026-05-26T17:17:54.520325
d38497d1-829d-4e2a-9356-06585fcf6758,1284436b-8aad-4877-a413-550692120b70,9302a98a-51ea-491b-8378-5bbe2d2b14ba,buyer,ID,Moorebury,100000,250000,6,Approved,Townhouse,1-3 months,,,,,True,2026-06-12T21:12:06.520325
882177ac-6aa8-42e7-b2dd-d296c8f12c8a,d266106b-f0d7-42c9-a1c0-374b8e5a64f4,a754f2b6-fa16-41d9-99d5-f4a75ed56e6e,seller,HI,East Terrance,400000,600000,3,,,,"0892 John Viaduct Apt. 653, Lake Rebekah, WY 09466",511153.0,Relocation,1-3 months,False,2026-03-11T01:29:13.520325
0f5a362f-3bdd-4a4b-b32b-7c5251007d80,6dbd21e5-75bd-4e95-b119-08e305575274,4bc731b9-d870-4c59-9c6c-590544d4b301,buyer,WA,New Bethmouth,250000,400000,12,Approved,Single Family,1-3 months,,,,,True,2026-06-10T03:10:08.520325
993dadac-78ad-428c-a95e-5e5929858a35,1db28578-3e21-4dec-97aa-1947aafc5c18,21e5299b-e40b-4344-8d69-9aae36e46200,seller,VT,Farmerside,100000,250000,6,,,,"022 Carroll Union, Bairdborough, MO 08851",116952.0,Investment,Not sure,True,2026-05-26T22:42:11.520325
03b2d467-af4c-4095-9228-17bbbcff0dac,abdddc26-7e44-4883-9aac-99c855a9259f,16c63159-f06e-44b6-ba1b-728ba2fbca47,seller,NV,Amyberg,900000,1500000,24,,,,"8688 Christina Mews, West Randall, FL 99184",977267.0,Job Change,Not sure,True,2026-01-22T12:07:15.520325
a50287a7-26ff-43ff-9521-9cd8ce9201e1,576621e8-c8a7-4a3a-a8d5-179687c3cc94,79767b9d-c0fa-4f25-acbf-fa2c72214805,seller,NV,Campbellport,1500000,5000000,1,,,,"86463 Patricia Unions Suite 520, Powersfurt, NV 69007",3653110.0,Investment,Not sure,True,2026-07-11T20:08:28.520325
a84765c4-5dff-40aa-927a-2df1e7d7462c,083745b9-6b2e-4ae9-ac79-3cd071bc07f5,30555199-30b5-4033-a627-66015e8eab0a,seller,RI,Port John,600000,900000,12,,,,"181 Miller Estates Suite 782, Davisbury, GU 59631",881380.0,Upsizing,Within 30 days,True,2026-01-20T13:18:36.520325
3df48bf5-5882-4f1d-aabd-4b6b9d06ab10,09eb5755-5864-4f67-bca8-6c78c6df453c,0f35b07a-d0a2-47d3-ad67-612fa683ed92,seller,HI,North Linda,250000,400000,24,,,,"520 Bright Green Suite 660, West Jessica, IN 90458",251479.0,Investment,Not sure,True,2026-06-08T21:45:04.520325
bbdcba76-fd60-414c-941c-4015dd06dfba,239069ff-0b5a-4b86-bb85-e169c90e5089,73f48410-3960-47ae-a888-93e5da83d216,seller,NJ,Kentbury,1500000,5000000,12,,,,"7727 Walker Heights Apt. 642, Jodychester, AS 39803",1679330.0,Investment,1-3 months,False,2026-06-10T00:58:22.520325
e99ed19a-e855-416a-b147-9d329f89e801,07e114d2-bc79-40de-8ed4-8fcfc6f3d61f,59559ae3-18c4-47cf-8d26-c84d5c375b79,buyer,FL,Stevenfort,400000,600000,6,Approved,Condo,6-12 months,,,,,True,2026-01-24T03:45:17.520325
eef137e8-e7aa-459d-8692-4123cd85fd3e,183db06e-1a43-4a77-938d-56960d7171f3,ce585dac-4edc-4b9d-986c-355e703e4e3b,buyer,WI,Port Michael,100000,250000,1,In Progress,Land,3-6 months,,,,,False,2026-05-27T20:44:27.520325
20ac4efe-0bb0-4dec-9c64-f34df02654c0,370def86-845c-4458-8391-f569c3b4d4df,ca90b162-ab3b-4e57-80ba-99832e01b207,seller,SD,Martinborough,900000,1500000,6,,,,"00818 Moody Canyon, West Kevin, IN 83280",1132074.0,Divorce,Within 30 days,False,2026-07-02T21:21:50.520325
45a280dd-03ea-4d3f-b683-f068c7663923,900e2fd8-cbdb-4eee-8190-db801d05a204,022dc583-e400-4da4-b6c7-ca6c87cde3bf,buyer,MS,Rossland,600000,900000,6,Approved,Multi-Family,6-12 months,,,,,True,2026-06-23T02:49:00.520325
21333fd6-f352-42ba-8026-49e8eada9731,5ca4352d-1efe-4060-a8b5-36a4fac41618,839497aa-00cf-442b-83e0-c5c44323a66c,buyer,AK,Chloeview,600000,900000,6,Approved,Multi-Family,ASAP,,,,,False,2026-03-29T18:17:10.520325
3b823f17-a0cf-4ebc-a4fd-c904fe241b1a,0e6f4561-5a07-4ec1-8460-aefe343adef3,bba25829-129d-453e-9cf0-e557150f1dd5,seller,WA,Andrewview,900000,1500000,6,,,,"USNS Young, FPO AA 00756",1170620.0,Investment,3-6 months,True,2026-06-19T11:58:09.520325
bd1368dc-79c1-4799-b5c8-15cff75b4643,cd8eab57-f9c1-4d7d-b268-67792a061cef,f360c3ad-7dfa-4d72-9acd-533c25c477fc,buyer,SD,Allisonland,100000,250000,3,In Progress,Single Family,3-6 months,,,,,True,2026-01-26T10:57:46.520325
